id,label
62799,7
62800,6
62801,5
62802,1
62803,1
62804,8
62805,8
62806,9
62807,2
62808,8
62809,2
62810,5
62811,5
62812,2
62813,4
62814,9
62815,0
62816,5
62817,9
62818,5
62819,8
62820,0
62821,0
62822,9
62823,4
62824,3
62825,3
62826,8
62827,1
62828,0
62829,1
62830,7
62831,8
62832,1
62833,7
62834,2
62835,3
62836,7
62837,0
62838,3
62839,4
62840,1
62841,6
62842,9
62843,5
62844,3
62845,1
62846,0
62847,8
62848,2
62849,3
62850,0
62851,7
62852,5
62853,1
62854,8
62855,1
62856,1
62857,7
62858,9
62859,1
62860,9
62861,1
62862,6
62863,1
62864,8
62865,7
62866,5
62867,2
62868,0
62869,1
62870,4
62871,9
62872,0
62873,5
62874,8
62875,6
62876,0
62877,0
62878,9
62879,8
62880,8
62881,3
62882,4
62883,6
62884,5
62885,3
62886,1
62887,1
62888,7
62889,6
62890,7
62891,9
62892,9
62893,1
62894,0
62895,1
62896,3
62897,8
62898,1
62899,2
62900,7
62901,7
62902,1
62903,1
62904,2
62905,2
62906,9
62907,7
62908,5
62909,1
62910,5
62911,9
62912,7
62913,9
62914,2
62915,7
62916,7
62917,3
62918,1
62919,2
62920,1
62921,7
62922,5
62923,4
62924,4
62925,9
62926,9
62927,7
62928,9
62929,3
62930,0
62931,4
62932,4
62933,0
62934,8
62935,7
62936,5
62937,5
62938,3
62939,2
62940,2
62941,6
62942,2
62943,8
62944,3
62945,1
62946,8
62947,6
62948,5
62949,7
62950,2
62951,0
62952,8
62953,9
62954,7
62955,0
62956,4
62957,8
62958,3
62959,1
62960,5
62961,7
62962,3
62963,1
62964,5
62965,1
62966,0
62967,1
62968,5
62969,1
62970,0
62971,7
62972,9
62973,7
62974,4
62975,8
62976,1
62977,8
62978,1
62979,2
62980,6
62981,8
62982,2
62983,7
62984,3
62985,6
62986,9
62987,7
62988,8
62989,2
62990,1
62991,4
62992,8
62993,4
62994,1
62995,0
62996,5
62997,1
62998,5
62999,7
63000,5
63001,8
63002,8
63003,8
63004,4
63005,7
63006,5
63007,1
63008,0
63009,3
63010,1
63011,4
63012,5
63013,9
63014,6
63015,1
63016,3
63017,8
63018,6
63019,2
63020,0
63021,4
63022,1
63023,2
63024,3
63025,1
63026,8
63027,7
63028,8
63029,7
63030,8
63031,1
63032,0
63033,3
63034,6
63035,3
63036,5
63037,6
63038,8
63039,2
63040,2
63041,1
63042,4
63043,1
63044,5
63045,8
63046,7
63047,0
63048,9
63049,0
63050,8
63051,3
63052,8
63053,7
63054,1
63055,0
63056,2
63057,4
63058,7
63059,5
63060,1
63061,7
63062,4
63063,4
63064,4
63065,6
63066,9
63067,3
63068,5
63069,9
63070,8
63071,7
63072,1
63073,3
63074,6
63075,9
63076,0
63077,1
63078,3
63079,2
63080,3
63081,3
63082,5
63083,4
63084,8
63085,8
63086,6
63087,8
63088,0
63089,3
63090,7
63091,6
63092,8
63093,9
63094,9
63095,3
63096,6
63097,5
63098,2
63099,3
63100,9
63101,8
63102,8
63103,3
63104,5
63105,8
63106,9
63107,0
63108,1
63109,4
63110,4
63111,5
63112,1
63113,7
63114,5
63115,9
63116,5
63117,4
63118,0
63119,8
63120,1
63121,6
63122,0
63123,7
63124,1
63125,7
63126,5
63127,1
63128,8
63129,6
63130,3
63131,3
63132,2
63133,8
63134,1
63135,7
63136,2
63137,1
63138,6
63139,6
63140,8
63141,0
63142,3
63143,7
63144,7
63145,1
63146,1
63147,1
63148,5
63149,9
63150,8
63151,5
63152,1
63153,3
63154,6
63155,9
63156,6
63157,8
63158,8
63159,4
63160,3
63161,9
63162,6
63163,1
63164,5
63165,3
63166,1
63167,3
63168,6
63169,5
63170,4
63171,3
63172,5
63173,8
63174,7
63175,5
63176,9
63177,0
63178,9
63179,8
63180,7
63181,6
63182,3
63183,3
63184,7
63185,7
63186,2
63187,0
63188,3
63189,1
63190,5
63191,6
63192,4
63193,8
63194,3
63195,0
63196,7
63197,3
63198,2
63199,8
63200,1
63201,3
63202,9
63203,0
63204,3
63205,4
63206,5
63207,4
63208,5
63209,5
63210,2
63211,1
63212,9
63213,1
63214,6
63215,2
63216,0
63217,7
63218,3
63219,8
63220,0
63221,5
63222,1
63223,1
63224,3
63225,4
63226,4
63227,0
63228,7
63229,9
63230,1
63231,1
63232,3
63233,4
63234,2
63235,0
63236,8
63237,7
63238,4
63239,5
63240,0
63241,4
63242,7
63243,6
63244,3
63245,6
63246,7
63247,7
63248,5
63249,8
63250,1
63251,4
63252,4
63253,0
63254,4
63255,7
63256,8
63257,2
63258,0
63259,7
63260,6
63261,8
63262,0
63263,7
63264,7
63265,0
63266,0
63267,0
63268,5
63269,1
63270,6
63271,2
63272,2
63273,9
63274,2
63275,3
63276,0
63277,7
63278,8
63279,8
63280,2
63281,1
63282,3
63283,7
63284,7
63285,2
63286,3
63287,8
63288,7
63289,2
63290,4
63291,6
63292,1
63293,0
63294,1
63295,4
63296,0
63297,6
63298,1
63299,5
63300,5
63301,4
63302,2
63303,3
63304,1
63305,3
63306,6
63307,2
63308,2
63309,2
63310,0
63311,5
63312,8
63313,0
63314,0
63315,7
63316,9
63317,1
63318,8
63319,0
63320,1
63321,3
63322,7
63323,2
63324,6
63325,1
63326,9
63327,4
63328,8
63329,4
63330,9
63331,2
63332,1
63333,9
63334,1
63335,0
63336,0
63337,0
63338,4
63339,1
63340,8
63341,4
63342,8
63343,0
63344,0
63345,9
63346,0
63347,9
63348,9
63349,2
63350,5
63351,4
63352,8
63353,5
63354,9
63355,8
63356,6
63357,8
63358,7
63359,9
63360,4
63361,4
63362,8
63363,9
63364,2
63365,3
63366,6
63367,8
63368,2
63369,3
63370,4
63371,7
63372,2
63373,3
63374,5
63375,4
63376,0
63377,4
63378,7
63379,8
63380,8
63381,0
63382,0
63383,0
63384,8
63385,3
63386,0
63387,7
63388,2
63389,2
63390,3
63391,7
63392,1
63393,0
63394,6
63395,5
63396,5
63397,1
63398,4
63399,7
63400,0
63401,0
63402,7
63403,8
63404,7
63405,5
63406,6
63407,1
63408,8
63409,3
63410,5
63411,0
63412,1
63413,3
63414,8
63415,6
63416,7
63417,8
63418,0
63419,6
63420,3
63421,5
63422,8
63423,0
63424,6
63425,2
63426,6
63427,0
63428,1
63429,0
63430,1
63431,6
63432,9
63433,4
63434,6
63435,9
63436,0
63437,6
63438,7
63439,9
63440,2
63441,5
63442,9
63443,5
63444,9
63445,4
63446,1
63447,7
63448,1
63449,3
63450,6
63451,5
63452,8
63453,6
63454,4
63455,8
63456,7
63457,0
63458,2
63459,8
63460,6
63461,5
63462,7
63463,8
63464,7
63465,7
63466,6
63467,7
63468,0
63469,0
63470,2
63471,6
63472,3
63473,2
63474,4
63475,9
63476,2
63477,1
63478,0
63479,7
63480,5
63481,8
63482,1
63483,3
63484,5
63485,1
63486,8
63487,7
63488,3
63489,1
63490,6
63491,0
63492,0
63493,0
63494,9
63495,1
63496,6
63497,1
63498,3
63499,7
63500,1
63501,8
63502,1
63503,5
63504,9
63505,9
63506,0
63507,3
63508,6
63509,5
63510,5
63511,5
63512,2
63513,8
63514,9
63515,1
63516,6
63517,4
63518,0
63519,2
63520,1
63521,4
63522,7
63523,4
63524,0
63525,9
63526,9
63527,3
63528,6
63529,2
63530,2
63531,1
63532,8
63533,5
63534,8
63535,2
63536,0
63537,5
63538,2
63539,1
63540,8
63541,3
63542,1
63543,8
63544,5
63545,1
63546,5
63547,5
63548,5
63549,3
63550,4
63551,2
63552,3
63553,9
63554,9
63555,0
63556,3
63557,8
63558,0
63559,4
63560,2
63561,7
63562,2
63563,2
63564,8
63565,8
63566,8
63567,1
63568,6
63569,0
63570,8
63571,8
63572,2
63573,3
63574,3
63575,0
63576,4
63577,4
63578,2
63579,5
63580,0
63581,3
63582,3
63583,4
63584,4
63585,7
63586,3
63587,7
63588,0
63589,4
63590,6
63591,9
63592,3
63593,7
63594,3
63595,1
63596,1
63597,5
63598,2
63599,3
63600,1
63601,4
63602,7
63603,5
63604,4
63605,5
63606,8
63607,5
63608,1
63609,3
63610,3
63611,7
63612,5
63613,6
63614,4
63615,1
63616,8
63617,2
63618,2
63619,4
63620,0
63621,2
63622,1
63623,2
63624,2
63625,6
63626,7
63627,5
63628,6
63629,8
63630,8
63631,2
63632,0
63633,2
63634,8
63635,3
63636,8
63637,5
63638,2
63639,8
63640,6
63641,4
63642,1
63643,5
63644,0
63645,3
63646,3
63647,6
63648,3
63649,8
63650,3
63651,9
63652,1
63653,1
63654,4
63655,6
63656,1
63657,5
63658,8
63659,0
63660,4
63661,5
63662,2
63663,1
63664,1
63665,6
63666,8
63667,9
63668,2
63669,8
63670,3
63671,8
63672,2
63673,6
63674,1
63675,7
63676,7
63677,7
63678,0
63679,7
63680,8
63681,8
63682,7
63683,8
63684,4
63685,6
63686,0
63687,5
63688,4
63689,1
63690,4
63691,1
63692,8
63693,3
63694,3
63695,8
63696,7
63697,8
63698,9
63699,3
63700,2
63701,8
63702,1
63703,5
63704,4
63705,3
63706,4
63707,1
63708,8
63709,2
63710,3
63711,7
63712,2
63713,5
63714,4
63715,9
63716,9
63717,9
63718,7
63719,5
63720,7
63721,8
63722,1
63723,3
63724,1
63725,7
63726,1
63727,7
63728,8
63729,3
63730,1
63731,8
63732,7
63733,1
63734,7
63735,1
63736,4
63737,8
63738,1
63739,9
63740,4
63741,3
63742,5
63743,0
63744,1
63745,1
63746,5
63747,1
63748,8
63749,3
63750,1
63751,9
63752,0
63753,0
63754,7
63755,6
63756,2
63757,0
63758,0
63759,1
63760,7
63761,3
63762,3
63763,1
63764,2
63765,2
63766,2
63767,3
63768,1
63769,5
63770,2
63771,3
63772,6
63773,8
63774,1
63775,8
63776,7
63777,1
63778,4
63779,2
63780,8
63781,9
63782,8
63783,1
63784,8
63785,0
63786,2
63787,3
63788,7
63789,3
63790,4
63791,2
63792,6
63793,6
63794,0
63795,9
63796,2
63797,0
63798,0
63799,5
63800,5
63801,9
63802,5
63803,7
63804,7
63805,7
63806,4
63807,4
63808,0
63809,1
63810,7
63811,0
63812,8
63813,9
63814,9
63815,8
63816,5
63817,9
63818,7
63819,3
63820,5
63821,2
63822,2
63823,9
63824,1
63825,6
63826,7
63827,7
63828,9
63829,5
63830,4
63831,7
63832,9
63833,8
63834,0
63835,5
63836,0
63837,8
63838,3
63839,8
63840,3
63841,7
63842,0
63843,8
63844,0
63845,7
63846,4
63847,6
63848,1
63849,7
63850,2
63851,6
63852,6
63853,6
63854,9
63855,8
63856,2
63857,9
63858,4
63859,7
63860,8
63861,9
63862,5
63863,5
63864,9
63865,2
63866,8
63867,8
63868,8
63869,1
63870,0
63871,0
63872,0
63873,6
63874,6
63875,6
63876,1
63877,1
63878,0
63879,2
63880,1
63881,8
63882,8
63883,9
63884,1
63885,9
63886,9
63887,6
63888,0
63889,7
63890,0
63891,6
63892,9
63893,0
63894,9
63895,5
63896,9
63897,7
63898,1
63899,4
63900,1
63901,6
63902,7
63903,2
63904,4
63905,2
63906,1
63907,4
63908,1
63909,7
63910,4
63911,1
63912,9
63913,7
63914,3
63915,5
63916,5
63917,4
63918,3
63919,6
63920,3
63921,2
63922,8
63923,3
63924,4
63925,8
63926,1
63927,3
63928,9
63929,2
63930,4
63931,8
63932,9
63933,0
63934,2
63935,6
63936,8
63937,4
63938,9
63939,1
63940,7
63941,8
63942,0
63943,1
63944,4
63945,8
63946,7
63947,5
63948,8
63949,9
63950,9
63951,4
63952,1
63953,8
63954,0
63955,1
63956,9
63957,7
63958,7
63959,0
63960,2
63961,6
63962,1
63963,7
63964,8
63965,3
63966,3
63967,2
63968,5
63969,4
63970,8
63971,4
63972,7
63973,0
63974,2
63975,4
63976,7
63977,1
63978,0
63979,7
63980,2
63981,3
63982,1
63983,9
63984,1
63985,6
63986,3
63987,5
63988,7
63989,2
63990,3
63991,7
63992,0
63993,1
63994,1
63995,8
63996,4
63997,2
63998,1
63999,2
64000,1
64001,4
64002,7
64003,2
64004,8
64005,7
64006,3
64007,0
64008,1
64009,0
64010,2
64011,7
64012,2
64013,2
64014,8
64015,0
64016,3
64017,9
64018,2
64019,8
64020,0
64021,6
64022,7
64023,4
64024,1
64025,8
64026,1
64027,5
64028,0
64029,2
64030,9
64031,8
64032,9
64033,7
64034,7
64035,6
64036,2
64037,1
64038,1
64039,0
64040,9
64041,8
64042,1
64043,5
64044,0
64045,1
64046,9
64047,4
64048,0
64049,4
64050,4
64051,4
64052,3
64053,2
64054,0
64055,8
64056,9
64057,8
64058,8
64059,9
64060,0
64061,8
64062,5
64063,9
64064,7
64065,1
64066,1
64067,5
64068,2
64069,3
64070,1
64071,8
64072,0
64073,5
64074,9
64075,7
64076,8
64077,6
64078,6
64079,1
64080,8
64081,8
64082,8
64083,1
64084,5
64085,9
64086,9
64087,4
64088,1
64089,4
64090,2
64091,9
64092,9
64093,1
64094,5
64095,4
64096,2
64097,2
64098,5
64099,2
64100,4
64101,7
64102,1
64103,1
64104,0
64105,7
64106,1
64107,7
64108,9
64109,3
64110,1
64111,1
64112,1
64113,2
64114,9
64115,4
64116,6
64117,1
64118,5
64119,2
64120,2
64121,1
64122,6
64123,0
64124,8
64125,0
64126,5
64127,5
64128,1
64129,8
64130,3
64131,8
64132,1
64133,9
64134,8
64135,1
64136,8
64137,9
64138,9
64139,0
64140,0
64141,0
64142,3
64143,5
64144,3
64145,6
64146,4
64147,5
64148,4
64149,0
64150,3
64151,8
64152,2
64153,6
64154,5
64155,7
64156,7
64157,5
64158,3
64159,4
64160,5
64161,6
64162,1
64163,8
64164,8
64165,4
64166,3
64167,6
64168,7
64169,1
64170,3
64171,0
64172,4
64173,2
64174,4
64175,8
64176,2
64177,9
64178,0
64179,5
64180,1
64181,3
64182,2
64183,7
64184,7
64185,0
64186,4
64187,4
64188,9
64189,8
64190,1
64191,1
64192,0
64193,3
64194,3
64195,5
64196,8
64197,5
64198,7
64199,9
64200,3
64201,2
64202,3
64203,0
64204,7
64205,4
64206,3
64207,6
64208,8
64209,8
64210,6
64211,7
64212,7
64213,0
64214,4
64215,5
64216,6
64217,4
64218,8
64219,3
64220,9
64221,2
64222,7
64223,7
64224,3
64225,6
64226,3
64227,5
64228,8
64229,1
64230,4
64231,8
64232,1
64233,4
64234,1
64235,0
64236,6
64237,8
64238,6
64239,3
64240,6
64241,8
64242,4
64243,0
64244,7
64245,2
64246,9
64247,4
64248,7
64249,0
64250,0
64251,1
64252,6
64253,5
64254,3
64255,3
64256,1
64257,0
64258,8
64259,2
64260,8
64261,5
64262,9
64263,0
64264,1
64265,7
64266,5
64267,0
64268,2
64269,9
64270,7
64271,5
64272,0
64273,2
64274,6
64275,6
64276,5
64277,5
64278,9
64279,7
64280,2
64281,6
64282,7
64283,6
64284,9
64285,1
64286,5
64287,3
64288,9
64289,0
64290,4
64291,3
64292,6
64293,0
64294,5
64295,3
64296,7
64297,8
64298,8
64299,2
64300,0
64301,6
64302,8
64303,0
64304,4
64305,3
64306,6
64307,0
64308,6
64309,4
64310,1
64311,9
64312,8
64313,5
64314,2
64315,6
64316,2
64317,2
64318,0
64319,9
64320,9
64321,4
64322,8
64323,9
64324,4
64325,8
64326,0
64327,6
64328,8
64329,7
64330,6
64331,8
64332,8
64333,4
64334,6
64335,9
64336,3
64337,3
64338,0
64339,4
64340,3
64341,3
64342,4
64343,2
64344,8
64345,1
64346,3
64347,1
64348,9
64349,5
64350,1
64351,4
64352,5
64353,8
64354,1
64355,4
64356,9
64357,0
64358,2
64359,4
64360,7
64361,7
64362,0
64363,0
64364,4
64365,5
64366,5
64367,2
64368,9
64369,9
64370,6
64371,0
64372,1
64373,3
64374,9
64375,3
64376,0
64377,6
64378,7
64379,7
64380,2
64381,3
64382,9
64383,9
64384,0
64385,5
64386,7
64387,1
64388,8
64389,5
64390,6
64391,6
64392,3
64393,9
64394,8
64395,0
64396,3
64397,4
64398,3
64399,0
64400,3
64401,0
64402,3
64403,3
64404,2
64405,5
64406,9
64407,5
64408,4
64409,0
64410,5
64411,6
64412,0
64413,1
64414,6
64415,2
64416,5
64417,8
64418,0
64419,2
64420,2
64421,1
64422,5
64423,7
64424,5
64425,7
64426,3
64427,9
64428,9
64429,7
64430,8
64431,1
64432,6
64433,7
64434,8
64435,8
64436,8
64437,2
64438,5
64439,8
64440,0
64441,4
64442,5
64443,2
64444,8
64445,9
64446,9
64447,8
64448,2
64449,1
64450,7
64451,8
64452,0
64453,4
64454,3
64455,9
64456,0
64457,5
64458,6
64459,8
64460,7
64461,8
64462,7
64463,5
64464,5
64465,7
64466,7
64467,2
64468,5
64469,9
64470,6
64471,2
64472,5
64473,0
64474,4
64475,7
64476,1
64477,4
64478,7
64479,2
64480,2
64481,3
64482,8
64483,6
64484,3
64485,3
64486,5
64487,4
64488,9
64489,8
64490,3
64491,6
64492,3
64493,5
64494,8
64495,3
64496,1
64497,1
64498,7
64499,3
64500,4
64501,7
64502,8
64503,5
64504,1
64505,9
64506,0
64507,5
64508,3
64509,3
64510,4
64511,9
64512,3
64513,5
64514,2
64515,7
64516,0
64517,4
64518,1
64519,2
64520,4
64521,7
64522,3
64523,1
64524,3
64525,7
64526,9
64527,2
64528,8
64529,1
64530,5
64531,1
64532,7
64533,2
64534,1
64535,2
64536,6
64537,1
64538,2
64539,8
64540,8
64541,5
64542,8
64543,3
64544,2
64545,3
64546,6
64547,7
64548,7
64549,1
64550,0
64551,5
64552,7
64553,8
64554,5
64555,8
64556,5
64557,6
64558,8
64559,7
64560,3
64561,8
64562,1
64563,0
64564,8
64565,8
64566,9
64567,3
64568,1
64569,1
64570,3
64571,1
64572,9
64573,4
64574,3
64575,8
64576,2
64577,1
64578,1
64579,2
64580,1
64581,4
64582,1
64583,2
64584,7
64585,1
64586,5
64587,6
64588,3
64589,6
64590,6
64591,6
64592,4
64593,8
64594,5
64595,3
64596,1
64597,5
64598,0
64599,3
64600,0
64601,8
64602,8
64603,8
64604,0
64605,0
64606,7
64607,4
64608,3
64609,4
64610,7
64611,0
64612,4
64613,7
64614,2
64615,6
64616,2
64617,8
64618,4
64619,0
64620,5
64621,9
64622,8
64623,7
64624,5
64625,8
64626,0
64627,0
64628,2
64629,1
64630,2
64631,6
64632,1
64633,3
64634,7
64635,4
64636,2
64637,3
64638,0
64639,5
64640,5
64641,8
64642,3
64643,5
64644,7
64645,8
64646,0
64647,7
64648,7
64649,0
64650,7
64651,2
64652,1
64653,2
64654,9
64655,4
64656,1
64657,2
64658,7
64659,4
64660,2
64661,6
64662,2
64663,2
64664,0
64665,8
64666,2
64667,3
64668,4
64669,1
64670,0
64671,6
64672,5
64673,1
64674,5
64675,9
64676,1
64677,6
64678,5
64679,7
64680,0
64681,8
64682,7
64683,3
64684,2
64685,5
64686,2
64687,4
64688,5
64689,5
64690,3
64691,9
64692,0
64693,0
64694,1
64695,4
64696,5
64697,7
64698,3
64699,3
64700,7
64701,3
64702,9
64703,1
64704,8
64705,7
64706,6
64707,8
64708,1
64709,8
64710,8
64711,6
64712,3
64713,9
64714,5
64715,7
64716,9
64717,2
64718,2
64719,7
64720,7
64721,0
64722,8
64723,5
64724,9
64725,2
64726,8
64727,1
64728,2
64729,5
64730,8
64731,1
64732,8
64733,1
64734,8
64735,3
64736,1
64737,9
64738,8
64739,3
64740,2
64741,0
64742,0
64743,0
64744,4
64745,3
64746,0
64747,1
64748,3
64749,3
64750,0
64751,5
64752,6
64753,9
64754,6
64755,9
64756,0
64757,0
64758,8
64759,9
64760,0
64761,0
64762,1
64763,7
64764,7
64765,7
64766,4
64767,6
64768,9
64769,3
64770,3
64771,8
64772,5
64773,0
64774,9
64775,0
64776,0
64777,1
64778,0
64779,7
64780,1
64781,1
64782,1
64783,0
64784,9
64785,6
64786,1
64787,5
64788,0
64789,7
64790,7
64791,8
64792,7
64793,8
64794,8
64795,0
64796,6
64797,8
64798,7
64799,5
64800,3
64801,8
64802,7
64803,7
64804,9
64805,7
64806,6
64807,8
64808,2
64809,7
64810,4
64811,9
64812,7
64813,3
64814,3
64815,0
64816,0
64817,8
64818,8
64819,8
64820,9
64821,1
64822,2
64823,7
64824,9
64825,8
64826,2
64827,5
64828,1
64829,3
64830,9
64831,7
64832,5
64833,4
64834,3
64835,5
64836,1
64837,1
64838,7
64839,8
64840,6
64841,2
64842,2
64843,8
64844,5
64845,6
64846,8
64847,9
64848,9
64849,8
64850,8
64851,2
64852,2
64853,8
64854,9
64855,0
64856,8
64857,5
64858,2
64859,1
64860,9
64861,7
64862,3
64863,4
64864,3
64865,3
64866,0
64867,4
64868,4
64869,6
64870,2
64871,4
64872,6
64873,3
64874,0
64875,9
64876,7
64877,4
64878,9
64879,5
64880,7
64881,8
64882,2
64883,6
64884,4
64885,0
64886,3
64887,8
64888,9
64889,5
64890,7
64891,0
64892,2
64893,8
64894,1
64895,1
64896,1
64897,0
64898,9
64899,3
64900,6
64901,5
64902,2
64903,8
64904,5
64905,0
64906,1
64907,7
64908,7
64909,7
64910,2
64911,8
64912,9
64913,3
64914,4
64915,0
64916,1
64917,4
64918,7
64919,5
64920,8
64921,0
64922,0
64923,7
64924,3
64925,6
64926,6
64927,5
64928,9
64929,2
64930,8
64931,0
64932,5
64933,6
64934,0
64935,3
64936,3
64937,0
64938,8
64939,9
64940,4
64941,1
64942,1
64943,6
64944,2
64945,9
64946,4
64947,0
64948,2
64949,9
64950,3
64951,5
64952,6
64953,5
64954,2
64955,0
64956,9
64957,1
64958,3
64959,2
64960,6
64961,0
64962,0
64963,3
64964,5
64965,8
64966,8
64967,3
64968,6
64969,4
64970,4
64971,8
64972,2
64973,0
64974,0
64975,7
64976,1
64977,5
64978,9
64979,1
64980,3
64981,2
64982,2
64983,2
64984,0
64985,7
64986,2
64987,8
64988,1
64989,2
64990,2
64991,6
64992,1
64993,2
64994,1
64995,4
64996,2
64997,9
64998,1
64999,8
65000,3
65001,8
65002,3
65003,1
65004,3
65005,4
65006,3
65007,4
65008,8
65009,0
65010,8
65011,8
65012,7
65013,7
65014,3
65015,1
65016,7
65017,3
65018,3
65019,9
65020,8
65021,7
65022,3
65023,5
65024,0
65025,6
65026,7
65027,8
65028,3
65029,5
65030,9
65031,2
65032,3
65033,3
65034,8
65035,7
65036,6
65037,2
65038,8
65039,3
65040,6
65041,7
65042,2
65043,1
65044,7
65045,5
65046,2
65047,3
65048,8
65049,2
65050,1
65051,6
65052,1
65053,8
65054,3
65055,6
65056,4
65057,9
65058,3
65059,4
65060,2
65061,0
65062,3
65063,7
65064,5
65065,6
65066,5
65067,6
65068,2
65069,2
65070,4
65071,8
65072,3
65073,1
65074,0
65075,0
65076,4
65077,2
65078,0
65079,5
65080,5
65081,8
65082,8
65083,7
65084,7
65085,9
65086,1
65087,1
65088,3
65089,8
65090,1
65091,8
65092,7
65093,3
65094,4
65095,8
65096,3
65097,5
65098,7
65099,3
65100,1
65101,5
65102,8
65103,5
65104,7
65105,4
65106,1
65107,3
65108,8
65109,7
65110,5
65111,8
65112,2
65113,3
65114,1
65115,6
65116,2
65117,0
65118,5
65119,3
65120,9
65121,1
65122,9
65123,0
65124,0
65125,1
65126,4
65127,8
65128,0
65129,7
65130,8
65131,0
65132,2
65133,8
65134,7
65135,6
65136,4
65137,9
65138,8
65139,0
65140,3
65141,1
65142,2
65143,3
65144,2
65145,8
65146,5
65147,4
65148,0
65149,0
65150,3
65151,6
65152,5
65153,2
65154,5
65155,8
65156,2
65157,0
65158,0
65159,9
65160,0
65161,1
65162,5
65163,1
65164,9
65165,7
65166,3
65167,2
65168,6
65169,3
65170,6
65171,4
65172,4
65173,7
65174,0
65175,8
65176,4
65177,4
65178,5
65179,5
65180,7
65181,8
65182,4
65183,5
65184,7
65185,4
65186,4
65187,4
65188,8
65189,6
65190,2
65191,0
65192,1
65193,2
65194,5
65195,1
65196,8
65197,7
65198,4
65199,1
65200,3
65201,7
65202,3
65203,1
65204,9
65205,3
65206,1
65207,3
65208,9
65209,9
65210,8
65211,9
65212,8
65213,2
65214,6
65215,8
65216,8
65217,6
65218,1
65219,3
65220,8
65221,1
65222,7
65223,2
65224,1
65225,0
65226,8
65227,7
65228,8
65229,0
65230,4
65231,0
65232,3
65233,6
65234,1
65235,3
65236,2
65237,1
65238,8
65239,9
65240,2
65241,7
65242,3
65243,2
65244,8
65245,8
65246,8
65247,7
65248,8
65249,7
65250,7
65251,2
65252,9
65253,2
65254,5
65255,0
65256,1
65257,3
65258,0
65259,3
65260,0
65261,0
65262,8
65263,7
65264,1
65265,6
65266,3
65267,5
65268,1
65269,4
65270,0
65271,1
65272,1
65273,4
65274,1
65275,1
65276,9
65277,4
65278,6
65279,0
65280,2
65281,7
65282,5
65283,0
65284,7
65285,8
65286,9
65287,3
65288,3
65289,7
65290,5
65291,5
65292,1
65293,8
65294,0
65295,0
65296,2
65297,8
65298,1
65299,8
65300,4
65301,1
65302,7
65303,3
65304,4
65305,1
65306,8
65307,3
65308,5
65309,1
65310,3
65311,5
65312,3
65313,2
65314,2
65315,3
65316,7
65317,5
65318,8
65319,4
65320,9
65321,9
65322,9
65323,9
65324,6
65325,7
65326,4
65327,6
65328,1
65329,6
65330,8
65331,1
65332,2
65333,2
65334,0
65335,9
65336,8
65337,2
65338,8
65339,3
65340,6
65341,8
65342,6
65343,1
65344,4
65345,7
65346,1
65347,7
65348,9
65349,0
65350,6
65351,7
65352,1
65353,4
65354,7
65355,0
65356,0
65357,3
65358,4
65359,6
65360,9
65361,2
65362,9
65363,0
65364,5
65365,4
65366,9
65367,1
65368,4
65369,1
65370,2
65371,0
65372,2
65373,0
65374,8
65375,3
65376,4
65377,1
65378,5
65379,3
65380,7
65381,5
65382,6
65383,3
65384,1
65385,2
65386,2
65387,8
65388,5
65389,9
65390,3
65391,7
65392,7
65393,4
65394,7
65395,7
65396,2
65397,5
65398,9
65399,9
65400,4
65401,2
65402,8
65403,2
65404,0
65405,7
65406,9
65407,3
65408,5
65409,1
65410,9
65411,8
65412,1
65413,4
65414,7
65415,2
65416,3
65417,2
65418,1
65419,0
65420,5
65421,3
65422,7
65423,0
65424,1
65425,2
65426,2
65427,7
65428,2
65429,5
65430,7
65431,8
65432,7
65433,1
65434,4
65435,1
65436,7
65437,4
65438,3
65439,3
65440,3
65441,4
65442,5
65443,0
65444,4
65445,8
65446,4
65447,0
65448,8
65449,3
65450,8
65451,0
65452,5
65453,7
65454,1
65455,1
65456,6
65457,3
65458,5
65459,0
65460,8
65461,3
65462,2
65463,0
65464,3
65465,5
65466,3
65467,8
65468,1
65469,8
65470,9
65471,8
65472,5
65473,5
65474,7
65475,3
65476,1
65477,6
65478,3
65479,4
65480,7
65481,8
65482,5
65483,8
65484,2
65485,4
65486,4
65487,9
65488,2
65489,0
65490,3
65491,4
65492,3
65493,9
65494,7
65495,6
65496,9
65497,9
65498,6
65499,3
65500,0
65501,7
65502,2
65503,3
65504,1
65505,6
65506,6
65507,3
65508,6
65509,7
65510,9
65511,2
65512,8
65513,7
65514,4
65515,8
65516,2
65517,8
65518,5
65519,8
65520,9
65521,7
65522,2
65523,4
65524,1
65525,2
65526,7
65527,4
65528,9
65529,2
65530,1
65531,9
65532,5
65533,9
65534,0
65535,8
65536,4
65537,5
65538,0
65539,9
65540,3
65541,9
65542,0
65543,7
65544,3
65545,3
65546,0
65547,1
65548,4
65549,2
65550,4
65551,7
65552,8
65553,8
65554,1
65555,7
65556,8
65557,1
65558,8
65559,1
65560,4
65561,1
65562,0
65563,7
65564,3
65565,8
65566,8
65567,0
65568,9
65569,3
65570,2
65571,2
65572,1
65573,5
65574,5
65575,5
65576,1
65577,2
65578,0
65579,5
65580,1
65581,0
65582,6
65583,9
65584,1
65585,3
65586,1
65587,5
65588,3
65589,1
65590,9
65591,3
65592,1
65593,1
65594,3
65595,1
65596,5
65597,8
